Zeit 	Leistung_Modell
45200.58333 	15.49084895
45200.625 	15.49084895
45200.66667 	15.49084895
45200.70833 	15.49084895
45200.75 	15.49084895
45200.79167 	15.49084895
45200.83333 	15.49084895
45200.875 	15.49084895
45200.91667 	15.49084895
45200.95833 	15.49084895
45201 	15.49084895
45201.04167 	15.49084895
45201.08333 	15.49084895
45201.125 	15.49084895
45201.16667 	15.49084895
45201.20833 	15.49084895
45201.25 	15.49084895
45201.29167 	15.49084895
45201.33333 	15.49084895
45201.375 	15.49084895
45201.41667 	15.49084895
45201.45833 	15.49084895
45201.5 	8.597373698
45201.54167 	8.597373698
45201.58333 	8.597373698
45201.625 	8.597373698
45201.66667 	8.597373698
45201.70833 	8.597373698
45201.75 	8.597373698
45201.79167 	8.597373698
45201.83333 	8.597373698
45201.875 	8.597373698
45201.91667 	8.597373698
45201.95833 	8.597373698
45202 	8.597373698
45202.04167 	8.597373698
45202.08333 	8.597373698
45202.125 	8.597373698
45202.16667 	8.597373698
45202.20833 	8.597373698
45202.25 	8.597373698
45202.29167 	8.597373698
45202.33333 	8.597373698
45202.375 	8.597373698
45202.41667 	8.597373698
45202.45833 	8.597373698
45202.5 	8.597373698
45202.54167 	8.597373698
45202.58333 	8.597373698
45202.625 	8.597373698
45202.66667 	8.597373698
45202.70833 	8.597373698
45202.75 	8.597373698
45202.79167 	8.597373698
45202.83333 	8.597373698
45202.875 	8.597373698
45202.91667 	8.597373698
45202.95833 	8.597373698
45203 	8.597373698
45203.04167 	8.597373698
45203.08333 	8.597373698
45203.125 	8.597373698
45203.16667 	8.597373698
45203.20833 	8.597373698
45203.25 	8.597373698
45203.29167 	8.597373698
45203.33333 	8.597373698
45203.375 	8.597373698
45203.41667 	8.597373698
45203.45833 	8.597373698
45203.5 	-3.93853816
45203.54167 	-3.93853816
45203.58333 	-3.93853816
45203.625 	-3.93853816
45203.66667 	-3.93853816
45203.70833 	-3.93853816
45203.75 	-3.93853816
45203.79167 	-3.93853816
45203.83333 	-3.93853816
45203.875 	-3.93853816
45203.91667 	-3.93853816
45203.95833 	-3.93853816
45204 	-3.93853816
45204.04167 	-3.93853816
45204.08333 	-3.93853816
45204.125 	-3.93853816
45204.16667 	-3.93853816
45204.20833 	-3.93853816
45204.25 	-3.93853816
45204.29167 	-3.93853816
45204.33333 	-3.93853816
45204.375 	-3.93853816
45204.41667 	-3.93853816
45204.45833 	-3.93853816
45204.5 	-3.93853816
45204.54167 	-3.93853816
45204.58333 	-3.93853816
45204.625 	-3.93853816
45204.66667 	-3.93853816
45204.70833 	-3.93853816
45204.75 	-3.93853816
45204.79167 	-3.93853816
45204.83333 	-3.93853816
45204.875 	-3.93853816
45204.91667 	-3.93853816
45204.95833 	-3.93853816
45205 	-3.93853816
45205.04167 	-3.93853816
45205.08333 	-3.93853816
45205.125 	-3.93853816
45205.16667 	-3.93853816
45205.20833 	-3.93853816
45205.25 	-3.93853816
45205.29167 	-3.93853816
45205.33333 	-3.93853816
45205.375 	-3.93853816
45205.41667 	-3.93853816
45205.45833 	-3.93853816
45205.5 	-3.93853816
45205.54167 	-3.93853816
45205.58333 	-3.93853816
45205.625 	-3.93853816
45205.66667 	-3.93853816
45205.70833 	-3.93853816
45205.75 	-3.93853816
45205.79167 	-3.93853816
45205.83333 	-3.93853816
45205.875 	-9.984051037
45205.91667 	-9.968102073
45205.95833 	-9.95215311
45206 	-9.936204147
45206.04167 	-9.920255183
45206.08333 	-9.90430622
45206.125 	-9.888357257
45206.16667 	-9.872408293
45206.20833 	-9.85645933
45206.25 	-9.840510367
45206.29167 	-9.824561404
45206.33333 	-9.80861244
45206.375 	-9.792663477
45206.41667 	-9.776714514
45206.45833 	-9.76076555
45206.5 	-9.744816587
45206.54167 	-9.728867624
45206.58333 	-9.71291866
45206.625 	-9.696969697
45206.66667 	-9.681020734
45206.70833 	-9.66507177
45206.75 	-9.649122807
45206.79167 	-9.633173844
45206.83333 	-9.61722488
45206.875 	-9.601275917
45206.91667 	-9.585326954
45206.95833 	-9.56937799
45207 	-9.553429027
45207.04167 	-9.537480064
45207.08333 	-9.5215311
45207.125 	-9.505582137
45207.16667 	-9.489633174
45207.20833 	-9.473684211
45207.25 	-9.457735247
45207.29167 	-9.441786284
45207.33333 	-9.425837321
45207.375 	-9.409888357
45207.41667 	-9.393939394
45207.45833 	-9.377990431
45207.5 	-9.362041467
45207.54167 	-9.346092504
45207.58333 	-9.330143541
45207.625 	-9.314194577
45207.66667 	-9.298245614
45207.70833 	-9.282296651
45207.75 	-9.266347687
45207.79167 	-9.250398724
45207.83333 	-9.234449761
45207.875 	-9.218500797
45207.91667 	-9.202551834
45207.95833 	-9.186602871
45208 	-9.170653907
45208.04167 	-9.154704944
45208.08333 	-9.138755981
45208.125 	-9.122807018
45208.16667 	-9.106858054
45208.20833 	-9.090909091
45208.25 	-9.074960128
45208.29167 	-9.059011164
45208.33333 	-9.043062201
45208.375 	-9.027113238
45208.41667 	-9.011164274
45208.45833 	-8.995215311
45208.5 	-8.979266348
45208.54167 	-8.963317384
45208.58333 	-8.947368421
45208.625 	-8.931419458
45208.66667 	-8.915470494
45208.70833 	-8.899521531
45208.75 	-8.883572568
45208.79167 	-8.867623604
45208.83333 	-8.851674641
45208.875 	-8.835725678
45208.91667 	-8.819776715
45208.95833 	-8.803827751
45209 	-8.787878788
45209.04167 	-8.771929825
45209.08333 	-8.755980861
45209.125 	-8.740031898
45209.16667 	-8.724082935
45209.20833 	-8.708133971
45209.25 	-8.692185008
45209.29167 	-8.676236045
45209.33333 	-8.660287081
45209.375 	-8.644338118
45209.41667 	-8.628389155
45209.45833 	-8.612440191
45209.5 	-8.596491228
45209.54167 	-8.580542265
45209.58333 	-8.564593301
45209.625 	-8.548644338
45209.66667 	-8.532695375
45209.70833 	-8.516746411
45209.75 	-8.500797448
45209.79167 	-8.484848485
45209.83333 	-8.468899522
45209.875 	-8.452950558
45209.91667 	-8.437001595
45209.95833 	-8.421052632
45210 	-8.405103668
45210.04167 	-8.389154705
45210.08333 	-8.373205742
45210.125 	-8.357256778
45210.16667 	-8.341307815
45210.20833 	-8.325358852
45210.25 	-8.309409888
45210.29167 	-8.293460925
45210.33333 	-8.277511962
45210.375 	-8.261562998
45210.41667 	-8.245614035
45210.45833 	-8.229665072
45210.5 	-8.213716108
45210.54167 	-8.197767145
45210.58333 	-8.181818182
45210.625 	-8.165869219
45210.66667 	-8.149920255
45210.70833 	-8.133971292
45210.75 	-8.118022329
45210.79167 	-8.102073365
45210.83333 	-8.086124402
45210.875 	-8.070175439
45210.91667 	-8.054226475
45210.95833 	-8.038277512
45211 	-8.022328549
45211.04167 	-8.006379585
45211.08333 	-7.990430622
45211.125 	-7.974481659
45211.16667 	-7.958532695
45211.20833 	-7.942583732
45211.25 	-7.926634769
45211.29167 	-7.910685805
45211.33333 	-7.894736842
45211.375 	-7.878787879
45211.41667 	-7.862838915
45211.45833 	-7.846889952
45211.5 	-7.830940989
45211.54167 	-7.814992026
45211.58333 	-7.799043062
45211.625 	-7.783094099
45211.66667 	-7.767145136
45211.70833 	-7.751196172
45211.75 	-7.735247209
45211.79167 	-7.719298246
45211.83333 	-7.703349282
45211.875 	-7.687400319
45211.91667 	-7.671451356
45211.95833 	-7.655502392
45212 	-7.639553429
45212.04167 	-7.623604466
45212.08333 	-7.607655502
45212.125 	-7.591706539
45212.16667 	-7.575757576
45212.20833 	-7.559808612
45212.25 	-7.543859649
45212.29167 	-7.527910686
45212.33333 	-7.511961722
45212.375 	-7.496012759
45212.41667 	-7.480063796
45212.45833 	-7.464114833
45212.5 	-7.448165869
45212.54167 	-7.432216906
45212.58333 	-7.416267943
45212.625 	-7.400318979
45212.66667 	-7.384370016
45212.70833 	-7.368421053
45212.75 	-7.352472089
45212.79167 	-7.336523126
45212.83333 	-7.320574163
45212.875 	-7.304625199
45212.91667 	-7.288676236
45212.95833 	-7.272727273
45213 	-7.256778309
45213.04167 	-7.240829346
45213.08333 	-7.224880383
45213.125 	-7.208931419
45213.16667 	-7.192982456
45213.20833 	-7.177033493
45213.25 	-7.16108453
45213.29167 	-7.145135566
45213.33333 	-7.129186603
45213.375 	-7.11323764
45213.41667 	-7.097288676
45213.45833 	-7.081339713
45213.5 	-7.06539075
45213.54167 	-7.049441786
45213.58333 	-7.033492823
45213.625 	-7.01754386
45213.66667 	-7.001594896
45213.70833 	-6.985645933
45213.75 	-6.96969697
45213.79167 	-6.953748006
45213.83333 	-6.937799043
45213.875 	-6.92185008
45213.91667 	-6.905901116
45213.95833 	-6.889952153
45214 	-6.87400319
45214.04167 	-6.858054226
45214.08333 	-6.842105263
45214.125 	-6.8261563
45214.16667 	-6.810207337
45214.20833 	-6.794258373
45214.25 	-6.77830941
45214.29167 	-6.762360447
45214.33333 	-6.746411483
45214.375 	-6.73046252
45214.41667 	-6.714513557
45214.45833 	-6.698564593
45214.5 	-6.68261563
45214.54167 	-6.666666667
45214.58333 	-6.650717703
45214.625 	-6.63476874
45214.66667 	-6.618819777
45214.70833 	-6.602870813
45214.75 	-6.58692185
45214.79167 	-6.570972887
45214.83333 	-6.555023923
45214.875 	-6.53907496
45214.91667 	-6.523125997
45214.95833 	-6.507177033
45215 	-6.49122807
45215.04167 	-6.475279107
45215.08333 	-6.459330144
45215.125 	-6.44338118
45215.16667 	-6.427432217
45215.20833 	-6.411483254
45215.25 	-6.39553429
45215.29167 	-6.379585327
45215.33333 	-6.363636364
45215.375 	-6.3476874
45215.41667 	-6.331738437
45215.45833 	-6.315789474
45215.5 	-6.29984051
45215.54167 	-6.283891547
45215.58333 	-6.267942584
45215.625 	-6.25199362
45215.66667 	-6.236044657
45215.70833 	-6.220095694
45215.75 	-6.20414673
45215.79167 	-6.188197767
45215.83333 	-6.172248804
45215.875 	-6.156299841
45215.91667 	-6.140350877
45215.95833 	-6.124401914
45216 	-6.108452951
45216.04167 	-6.092503987
45216.08333 	-6.076555024
45216.125 	-6.060606061
45216.16667 	-6.044657097
45216.20833 	-6.028708134
45216.25 	-6.012759171
45216.29167 	-5.996810207
45216.33333 	-5.980861244
45216.375 	-5.964912281
45216.41667 	-5.948963317
45216.45833 	-5.933014354
45216.5 	-5.917065391
45216.54167 	-5.901116427
45216.58333 	-5.885167464
45216.625 	-5.869218501
45216.66667 	-5.853269537
45216.70833 	-5.837320574
45216.75 	-5.821371611
45216.79167 	-5.805422648
45216.83333 	-5.789473684
45216.875 	-5.773524721
45216.91667 	-5.757575758
45216.95833 	-5.741626794
45217 	-5.725677831
45217.04167 	-5.709728868
45217.08333 	-5.693779904
45217.125 	-5.677830941
45217.16667 	-5.661881978
45217.20833 	-5.645933014
45217.25 	-5.629984051
45217.29167 	-5.614035088
45217.33333 	-5.598086124
45217.375 	-5.582137161
45217.41667 	-5.566188198
45217.45833 	-5.550239234
45217.5 	-5.534290271
45217.54167 	-5.518341308
45217.58333 	-5.502392344
45217.625 	-5.486443381
45217.66667 	-5.470494418
45217.70833 	-5.454545455
45217.75 	-5.438596491
45217.79167 	-5.422647528
45217.83333 	-5.406698565
45217.875 	-5.390749601
45217.91667 	-5.374800638
45217.95833 	-5.358851675
45218 	-5.342902711
45218.04167 	-5.326953748
45218.08333 	-5.311004785
45218.125 	-5.295055821
45218.16667 	-5.279106858
45218.20833 	-5.263157895
45218.25 	-5.247208931
45218.29167 	-5.231259968
45218.33333 	-5.215311005
45218.375 	-5.199362041
45218.41667 	-5.183413078
45218.45833 	-5.167464115
45218.5 	-5.151515152
45218.54167 	-5.135566188
45218.58333 	-5.119617225
45218.625 	-5.103668262
45218.66667 	-5.087719298
45218.70833 	-5.071770335
45218.75 	-5.055821372
45218.79167 	-5.039872408
45218.83333 	-5.023923445
45218.875 	-5.007974482
45218.91667 	-4.992025518
45218.95833 	-4.976076555
45219 	-4.960127592
45219.04167 	-4.944178628
45219.08333 	-4.928229665
45219.125 	-4.912280702
45219.16667 	-4.896331738
45219.20833 	-4.880382775
45219.25 	-4.864433812
45219.29167 	-4.848484848
45219.33333 	-4.832535885
45219.375 	-4.816586922
45219.41667 	-4.800637959
45219.45833 	-4.784688995
45219.5 	-4.768740032
45219.54167 	-4.752791069
45219.58333 	-4.736842105
45219.625 	-4.720893142
45219.66667 	-4.704944179
45219.70833 	-4.688995215
45219.75 	-4.673046252
45219.79167 	-4.657097289
45219.83333 	-4.641148325
45219.875 	-4.625199362
45219.91667 	-4.609250399
45219.95833 	-4.593301435
45220 	-4.577352472
45220.04167 	-4.561403509
45220.08333 	-4.545454545
45220.125 	-4.529505582
45220.16667 	-4.513556619
45220.20833 	-4.497607656
45220.25 	-4.481658692
45220.29167 	-4.465709729
45220.33333 	-4.449760766
45220.375 	-4.433811802
45220.41667 	-4.417862839
45220.45833 	-4.401913876
45220.5 	-4.385964912
45220.54167 	-4.370015949
45220.58333 	-4.354066986
45220.625 	-4.338118022
45220.66667 	-4.322169059
45220.70833 	-4.306220096
45220.75 	-4.290271132
45220.79167 	-4.274322169
45220.83333 	-4.258373206
45220.875 	-4.242424242
45220.91667 	-4.226475279
45220.95833 	-4.210526316
45221 	-4.194577352
45221.04167 	-4.178628389
45221.08333 	-4.162679426
45221.125 	-4.146730463
45221.16667 	-4.130781499
45221.20833 	-4.114832536
45221.25 	-4.098883573
45221.29167 	-4.082934609
45221.33333 	-4.066985646
45221.375 	-4.051036683
45221.41667 	-4.035087719
45221.45833 	-4.019138756
45221.5 	-4.003189793
45221.54167 	-3.987240829
45221.58333 	-3.971291866
45221.625 	-3.955342903
45221.66667 	-3.939393939
45221.70833 	-3.923444976
45221.75 	-3.907496013
45221.79167 	-3.891547049
45221.83333 	-3.875598086
45221.875 	-3.859649123
45221.91667 	-3.843700159
45221.95833 	-3.827751196
45222 	-3.811802233
45222.04167 	-3.79585327
45222.08333 	-3.779904306
45222.125 	-3.763955343
45222.16667 	-3.74800638
45222.20833 	-3.732057416
45222.25 	-3.716108453
45222.29167 	-3.70015949
45222.33333 	-3.684210526
45222.375 	-3.668261563
45222.41667 	-3.6523126
45222.45833 	-3.636363636
45222.5 	-3.620414673
45222.54167 	-3.60446571
45222.58333 	-3.588516746
45222.625 	-3.572567783
45222.66667 	-3.55661882
45222.70833 	-3.540669856
45222.75 	-3.524720893
45222.79167 	-3.50877193
45222.83333 	-3.492822967
45222.875 	-3.476874003
45222.91667 	-3.46092504
45222.95833 	-3.444976077
45223 	-3.429027113
45223.04167 	-3.41307815
45223.08333 	-3.397129187
45223.125 	-3.381180223
45223.16667 	-3.36523126
45223.20833 	-3.349282297
45223.25 	-3.333333333
45223.29167 	-3.31738437
45223.33333 	-3.301435407
45223.375 	-3.285486443
45223.41667 	-3.26953748
45223.45833 	-3.253588517
45223.5 	-3.237639553
45223.54167 	-3.22169059
45223.58333 	-3.205741627
45223.625 	-3.189792663
45223.66667 	-3.1738437
45223.70833 	-3.157894737
45223.75 	-3.141945774
45223.79167 	-3.12599681
45223.83333 	-3.110047847
45223.875 	-3.094098884
45223.91667 	-3.07814992
45223.95833 	-3.062200957
45224 	-3.046251994
45224.04167 	-3.03030303
45224.08333 	-3.014354067
45224.125 	-2.998405104
45224.16667 	-2.98245614
45224.20833 	-2.966507177
45224.25 	-2.950558214
45224.29167 	-2.93460925
45224.33333 	-2.918660287
45224.375 	-2.902711324
45224.41667 	-2.88676236
45224.45833 	-2.870813397
45224.5 	-2.854864434
45224.54167 	-2.83891547
45224.58333 	-2.822966507
45224.625 	-2.807017544
45224.66667 	-2.791068581
45224.70833 	-2.775119617
45224.75 	-2.759170654
45224.79167 	-2.743221691
45224.83333 	-2.727272727
45224.875 	-2.711323764
45224.91667 	-2.695374801
45224.95833 	-2.679425837
45225 	-2.663476874
45225.04167 	-2.647527911
45225.08333 	-2.631578947
45225.125 	-2.615629984
45225.16667 	-2.599681021
45225.20833 	-2.583732057
45225.25 	-2.567783094
45225.29167 	-2.551834131
45225.33333 	-2.535885167
45225.375 	-2.519936204
45225.41667 	-2.503987241
45225.45833 	-2.488038278
45225.5 	-2.472089314
45225.54167 	-2.456140351
45225.58333 	-2.440191388
45225.625 	-2.424242424
45225.66667 	-2.408293461
45225.70833 	-2.392344498
45225.75 	-2.376395534
45225.79167 	-2.360446571
45225.83333 	-2.344497608
45225.875 	-2.328548644
45225.91667 	-2.312599681
45225.95833 	-2.296650718
45226 	-2.280701754
45226.04167 	-2.264752791
45226.08333 	-2.248803828
45226.125 	-2.232854864
45226.16667 	-2.216905901
45226.20833 	-2.200956938
45226.25 	-2.185007974
45226.29167 	-2.169059011
45226.33333 	-2.153110048
45226.375 	-2.137161085
45226.41667 	-2.121212121
45226.45833 	-2.105263158
45226.5 	-2.089314195
45226.54167 	-2.073365231
45226.58333 	-2.057416268
45226.625 	-2.041467305
45226.66667 	-2.025518341
45226.70833 	-2.009569378
45226.75 	-1.993620415
45226.79167 	-1.977671451
45226.83333 	-1.961722488
45226.875 	-1.945773525
45226.91667 	-1.929824561
45226.95833 	-1.913875598
45227 	-1.897926635
45227.04167 	-1.881977671
45227.08333 	-1.866028708
45227.125 	-1.850079745
45227.16667 	-1.834130782
45227.20833 	-1.818181818
45227.25 	-1.802232855
45227.29167 	-1.786283892
45227.33333 	-1.770334928
45227.375 	-1.754385965
45227.41667 	-1.738437002
45227.45833 	-1.722488038
45227.5 	-1.706539075
45227.54167 	-1.690590112
45227.58333 	-1.674641148
45227.625 	-1.658692185
45227.66667 	-1.642743222
45227.70833 	-1.626794258
45227.75 	-1.610845295
45227.79167 	-1.594896332
45227.83333 	-1.578947368
45227.875 	-1.562998405
45227.91667 	-1.547049442
45227.95833 	-1.531100478
45228 	-1.515151515
45228.04167 	-1.499202552
45228.08333 	-1.483253589
45228.125 	-1.467304625
45228.16667 	-1.451355662
45228.20833 	-1.435406699
45228.25 	-1.419457735
45228.29167 	-1.403508772
45228.33333 	-1.387559809
45228.375 	-1.371610845
45228.41667 	-1.355661882
45228.45833 	-1.339712919
45228.5 	-1.323763955
45228.54167 	-1.307814992
45228.58333 	-1.291866029
45228.625 	-1.275917065
45228.66667 	-1.259968102
45228.70833 	-1.244019139
45228.75 	-1.228070175
45228.79167 	-1.212121212
45228.83333 	-1.196172249
45228.875 	-1.180223285
45228.91667 	-1.164274322
45228.95833 	-1.148325359
45229 	-1.132376396
45229.04167 	-1.116427432
45229.08333 	-1.100478469
45229.125 	-1.084529506
45229.16667 	-1.068580542
45229.20833 	-1.052631579
45229.25 	-1.036682616
45229.29167 	-1.020733652
45229.33333 	-1.004784689
45229.375 	-0.988835726
45229.41667 	-0.972886762
45229.45833 	-0.956937799
45229.5 	-0.940988836
45229.54167 	-0.925039872
45229.58333 	-0.909090909
45229.625 	-0.893141946
45229.66667 	-0.877192982
45229.70833 	-0.861244019
45229.75 	-0.845295056
45229.79167 	-0.829346093
45229.83333 	-0.813397129
45229.875 	-0.797448166
45229.91667 	-0.781499203
45229.95833 	-0.765550239
45230 	-0.749601276
45230.04167 	-0.733652313
45230.08333 	-0.717703349
45230.125 	-0.701754386
45230.16667 	-0.685805423
45230.20833 	-0.669856459
45230.25 	-0.653907496
45230.29167 	-0.637958533
45230.33333 	-0.622009569
45230.375 	-0.606060606
45230.41667 	-0.590111643
45230.45833 	-0.574162679
45230.5 	-0.558213716
45230.54167 	-0.542264753
45230.58333 	-0.526315789
45230.625 	-0.510366826
45230.66667 	-0.494417863
45230.70833 	-0.4784689
45230.75 	-0.462519936
45230.79167 	-0.446570973
45230.83333 	-0.43062201
45230.875 	-0.414673046
45230.91667 	-0.398724083
45230.95833 	-0.38277512
45231 	-0.366826156
45231.04167 	-0.350877193
45231.08333 	-0.33492823
45231.125 	-0.318979266
45231.16667 	-0.303030303
45231.20833 	-0.28708134
45231.25 	-0.271132376
45231.29167 	-0.255183413
45231.33333 	-0.23923445
45231.375 	-0.223285486
45231.41667 	-0.207336523
45231.45833 	-0.19138756
45231.5 	-0.175438596
45231.54167 	-0.159489633
45231.58333 	-0.14354067
45231.625 	-0.127591707
45231.66667 	-0.111642743
45231.70833 	-0.09569378
45231.75 	-0.079744817
45231.79167 	-0.063795853
45231.83333 	-0.04784689
45231.875 	-0.031897927
45231.91667 	-0.015948963
45231.95833 	0
45232 	0
