Zeit 	Leistung_Modell
45164.16667 	4.72729382
45164.20833 	4.72729382
45164.25 	4.72729382
45164.29167 	4.72729382
45164.33333 	4.72729382
45164.375 	4.72729382
45164.41667 	4.72729382
45164.45833 	4.72729382
45164.5 	4.72729382
45164.54167 	4.72729382
45164.58333 	4.72729382
45164.625 	4.72729382
45164.66667 	4.72729382
45164.70833 	4.72729382
45164.75 	4.72729382
45164.79167 	4.72729382
45164.83333 	4.72729382
45164.875 	4.72729382
45164.91667 	4.72729382
45164.95833 	4.72729382
45165 	4.72729382
45165.04167 	4.72729382
45165.08333 	4.72729382
45165.125 	4.72729382
45165.16667 	4.72729382
45165.20833 	4.72729382
45165.25 	4.72729382
45165.29167 	4.72729382
45165.33333 	4.72729382
45165.375 	4.72729382
45165.41667 	4.72729382
45165.45833 	4.72729382
45165.5 	4.72729382
45165.54167 	4.72729382
45165.58333 	4.72729382
45165.625 	4.72729382
45165.66667 	4.72729382
45165.70833 	4.72729382
45165.75 	4.72729382
45165.79167 	4.72729382
45165.83333 	4.72729382
45165.875 	4.72729382
45165.91667 	4.72729382
45165.95833 	4.72729382
45166 	4.72729382
45166.04167 	4.72729382
45166.08333 	4.72729382
45166.125 	4.72729382
45166.16667 	4.72729382
45166.20833 	4.72729382
45166.25 	4.72729382
45166.29167 	4.72729382
45166.33333 	4.72729382
45166.375 	4.72729382
45166.41667 	4.72729382
45166.45833 	4.72729382
45166.5 	4.72729382
45166.54167 	12.10155201
45166.58333 	12.10155201
45166.625 	12.10155201
45166.66667 	12.10155201
45166.70833 	12.10155201
45166.75 	12.10155201
45166.79167 	12.10155201
45166.83333 	12.10155201
45166.875 	12.10155201
45166.91667 	12.10155201
45166.95833 	12.10155201
45167 	12.10155201
45167.04167 	12.10155201
45167.08333 	12.10155201
45167.125 	12.10155201
45167.16667 	12.10155201
45167.20833 	12.10155201
45167.25 	12.10155201
45167.29167 	12.10155201
45167.33333 	12.10155201
45167.375 	12.10155201
45167.41667 	12.10155201
45167.45833 	12.10155201
45167.5 	12.10155201
45167.54167 	12.10155201
45167.58333 	12.10155201
45167.625 	12.10155201
45167.66667 	12.10155201
45167.70833 	12.10155201
45167.75 	12.10155201
45167.79167 	12.10155201
45167.83333 	12.10155201
45167.875 	12.10155201
45167.91667 	12.10155201
45167.95833 	12.10155201
45168 	12.10155201
45168.04167 	12.10155201
45168.08333 	12.10155201
45168.125 	12.10155201
45168.16667 	12.10155201
45168.20833 	12.10155201
45168.25 	12.10155201
45168.29167 	12.10155201
45168.33333 	12.10155201
45168.375 	12.10155201
45168.41667 	12.10155201
45168.45833 	12.10155201
45168.5 	12.10155201
45168.54167 	12.10155201
45168.58333 	12.10155201
45168.625 	12.10155201
45168.66667 	12.10155201
45168.70833 	12.10155201
45168.75 	12.10155201
45168.79167 	12.10155201
45168.83333 	12.10155201
45168.875 	12.10155201
45168.91667 	12.10155201
45168.95833 	12.10155201
45169 	12.10155201
45169.04167 	12.10155201
45169.08333 	12.10155201
45169.125 	12.10155201
45169.16667 	12.10155201
45169.20833 	12.10155201
45169.25 	12.10155201
45169.29167 	12.10155201
45169.33333 	12.10155201
45169.375 	12.10155201
45169.41667 	12.10155201
45169.45833 	12.10155201
45169.5 	12.10155201
45169.54167 	12.10155201
45169.58333 	12.10155201
45169.625 	12.10155201
45169.66667 	12.10155201
45169.70833 	12.10155201
45169.75 	12.10155201
45169.79167 	12.10155201
45169.83333 	12.10155201
45169.875 	12.10155201
45169.91667 	12.10155201
45169.95833 	12.10155201
45170 	12.10155201
45170.04167 	12.10155201
45170.08333 	12.10155201
45170.125 	12.10155201
45170.16667 	12.10155201
45170.20833 	12.10155201
45170.25 	12.10155201
45170.29167 	12.10155201
45170.33333 	12.10155201
45170.375 	12.10155201
45170.41667 	12.10155201
45170.45833 	12.10155201
45170.5 	12.10155201
45170.54167 	12.10155201
45170.58333 	12.10155201
45170.625 	12.10155201
45170.66667 	12.10155201
45170.70833 	12.10155201
45170.75 	12.10155201
45170.79167 	12.10155201
45170.83333 	12.10155201
45170.875 	12.10155201
45170.91667 	12.10155201
45170.95833 	12.10155201
45171 	12.10155201
45171.04167 	12.10155201
45171.08333 	12.10155201
45171.125 	12.10155201
45171.16667 	12.10155201
45171.20833 	12.10155201
45171.25 	12.10155201
45171.29167 	12.10155201
45171.33333 	12.10155201
45171.375 	12.10155201
45171.41667 	12.10155201
45171.45833 	12.10155201
45171.5 	12.10155201
45171.54167 	12.10155201
45171.58333 	12.10155201
45171.625 	12.10155201
45171.66667 	12.10155201
45171.70833 	12.10155201
45171.75 	12.10155201
45171.79167 	12.10155201
45171.83333 	12.10155201
45171.875 	12.10155201
45171.91667 	12.10155201
45171.95833 	12.10155201
45172 	12.10155201
45172.04167 	12.10155201
45172.08333 	12.10155201
45172.125 	12.10155201
45172.16667 	12.10155201
45172.20833 	12.10155201
45172.25 	12.10155201
45172.29167 	12.10155201
45172.33333 	12.10155201
45172.375 	12.10155201
45172.41667 	12.10155201
45172.45833 	12.10155201
45172.5 	12.10155201
45172.54167 	12.10155201
45172.58333 	12.10155201
45172.625 	12.10155201
45172.66667 	12.10155201
45172.70833 	12.10155201
45172.75 	12.10155201
45172.79167 	12.10155201
45172.83333 	12.10155201
45172.875 	12.10155201
45172.91667 	12.10155201
45172.95833 	12.10155201
45173 	12.10155201
45173.04167 	12.10155201
45173.08333 	12.10155201
45173.125 	12.10155201
45173.16667 	12.10155201
45173.20833 	12.10155201
45173.25 	12.10155201
45173.29167 	12.10155201
45173.33333 	12.10155201
45173.375 	12.10155201
45173.41667 	12.10155201
45173.45833 	12.10155201
45173.5 	12.10155201
45173.54167 	12.10155201
45173.58333 	12.10155201
45173.625 	12.10155201
45173.66667 	12.10155201
45173.70833 	12.10155201
45173.75 	12.10155201
45173.79167 	12.10155201
45173.83333 	12.10155201
45173.875 	12.10155201
45173.91667 	12.10155201
45173.95833 	12.10155201
45174 	12.10155201
45174.04167 	12.10155201
45174.08333 	12.10155201
45174.125 	12.10155201
45174.16667 	12.10155201
45174.20833 	12.10155201
45174.25 	12.10155201
45174.29167 	12.10155201
45174.33333 	12.10155201
45174.375 	12.10155201
45174.41667 	12.10155201
45174.45833 	12.10155201
45174.5 	12.10155201
45174.54167 	12.10155201
45174.58333 	12.10155201
45174.625 	12.10155201
45174.66667 	12.10155201
45174.70833 	12.10155201
45174.75 	12.10155201
45174.79167 	12.10155201
45174.83333 	12.10155201
45174.875 	12.10155201
45174.91667 	12.10155201
45174.95833 	12.10155201
45175 	12.10155201
45175.04167 	12.10155201
45175.08333 	12.10155201
45175.125 	12.10155201
45175.16667 	12.10155201
45175.20833 	12.10155201
45175.25 	12.10155201
45175.29167 	12.10155201
45175.33333 	12.10155201
45175.375 	12.10155201
45175.41667 	12.10155201
45175.45833 	12.10155201
45175.5 	12.10155201
45175.54167 	12.10155201
45175.58333 	12.10155201
45175.625 	12.10155201
45175.66667 	12.10155201
45175.70833 	12.10155201
45175.75 	12.10155201
45175.79167 	12.10155201
45175.83333 	12.10155201
45175.875 	12.10155201
45175.91667 	12.10155201
45175.95833 	12.10155201
45176 	12.10155201
45176.04167 	12.10155201
45176.08333 	12.10155201
45176.125 	12.10155201
45176.16667 	12.10155201
45176.20833 	12.10155201
45176.25 	12.10155201
45176.29167 	12.10155201
45176.33333 	12.10155201
45176.375 	12.10155201
45176.41667 	12.10155201
45176.45833 	12.10155201
45176.5 	12.10155201
45176.54167 	12.10155201
45176.58333 	12.10155201
45176.625 	12.10155201
45176.66667 	12.10155201
45176.70833 	12.10155201
45176.75 	12.10155201
45176.79167 	12.10155201
45176.83333 	12.10155201
45176.875 	12.10155201
45176.91667 	12.10155201
45176.95833 	12.10155201
45177 	12.10155201
45177.04167 	12.10155201
45177.08333 	12.10155201
45177.125 	12.10155201
45177.16667 	12.10155201
45177.20833 	12.10155201
45177.25 	12.10155201
45177.29167 	12.10155201
45177.33333 	12.10155201
45177.375 	12.10155201
45177.41667 	12.10155201
45177.45833 	12.10155201
45177.5 	12.10155201
45177.54167 	12.10155201
45177.58333 	12.10155201
45177.625 	12.10155201
45177.66667 	12.10155201
45177.70833 	12.10155201
45177.75 	12.10155201
45177.79167 	12.10155201
45177.83333 	12.10155201
45177.875 	12.10155201
45177.91667 	12.10155201
45177.95833 	12.10155201
45178 	12.10155201
45178.04167 	12.10155201
45178.08333 	12.10155201
45178.125 	12.10155201
45178.16667 	12.10155201
45178.20833 	12.10155201
45178.25 	12.10155201
45178.29167 	12.10155201
45178.33333 	12.10155201
45178.375 	12.10155201
45178.41667 	12.10155201
45178.45833 	12.10155201
45178.5 	12.10155201
45178.54167 	12.10155201
45178.58333 	12.10155201
45178.625 	12.10155201
45178.66667 	12.10155201
45178.70833 	12.10155201
45178.75 	12.10155201
45178.79167 	12.10155201
45178.83333 	12.10155201
45178.875 	12.10155201
45178.91667 	12.10155201
45178.95833 	12.10155201
45179 	12.10155201
45179.04167 	12.10155201
45179.08333 	12.10155201
45179.125 	12.10155201
45179.16667 	12.10155201
45179.20833 	12.10155201
45179.25 	12.10155201
45179.29167 	12.10155201
45179.33333 	12.10155201
45179.375 	12.10155201
45179.41667 	12.10155201
45179.45833 	12.10155201
45179.5 	12.10155201
45179.54167 	12.10155201
45179.58333 	12.10155201
45179.625 	12.10155201
45179.66667 	12.10155201
45179.70833 	12.10155201
45179.75 	12.10155201
45179.79167 	12.10155201
45179.83333 	12.10155201
45179.875 	12.10155201
45179.91667 	12.10155201
45179.95833 	12.10155201
45180 	12.10155201
45180.04167 	12.10155201
45180.08333 	12.10155201
45180.125 	12.10155201
45180.16667 	12.10155201
45180.20833 	12.10155201
45180.25 	12.10155201
45180.29167 	12.10155201
45180.33333 	12.10155201
45180.375 	12.10155201
45180.41667 	12.10155201
45180.45833 	12.10155201
45180.5 	12.10155201
45180.54167 	12.10155201
45180.58333 	12.10155201
45180.625 	12.10155201
45180.66667 	12.10155201
45180.70833 	12.10155201
45180.75 	12.10155201
45180.79167 	12.10155201
45180.83333 	12.10155201
45180.875 	12.10155201
45180.91667 	12.10155201
45180.95833 	12.10155201
45181 	12.10155201
45181.04167 	12.10155201
45181.08333 	12.10155201
45181.125 	12.10155201
45181.16667 	12.10155201
45181.20833 	12.10155201
45181.25 	12.10155201
45181.29167 	12.10155201
45181.33333 	12.10155201
45181.375 	12.10155201
45181.41667 	12.10155201
45181.45833 	12.10155201
45181.5 	12.10155201
45181.54167 	12.10155201
45181.58333 	12.10155201
45181.625 	12.10155201
45181.66667 	12.10155201
45181.70833 	12.10155201
45181.75 	12.10155201
45181.79167 	12.10155201
45181.83333 	12.10155201
45181.875 	12.10155201
45181.91667 	12.10155201
45181.95833 	12.10155201
45182 	12.10155201
45182.04167 	12.10155201
45182.08333 	12.10155201
45182.125 	12.10155201
45182.16667 	12.10155201
45182.20833 	12.10155201
45182.25 	12.10155201
45182.29167 	12.10155201
45182.33333 	12.10155201
45182.375 	12.10155201
45182.41667 	12.10155201
45182.45833 	12.10155201
45182.5 	12.10155201
45182.54167 	19.28622743
45182.58333 	19.28622743
45182.625 	19.28622743
45182.66667 	19.28622743
45182.70833 	19.28622743
45182.75 	19.28622743
45182.79167 	19.28622743
45182.83333 	19.28622743
45182.875 	19.28622743
45182.91667 	19.28622743
45182.95833 	19.28622743
45183 	19.28622743
45183.04167 	19.28622743
45183.08333 	19.28622743
45183.125 	19.28622743
45183.16667 	19.28622743
45183.20833 	19.28622743
45183.25 	19.28622743
45183.29167 	19.28622743
45183.33333 	19.28622743
45183.375 	19.28622743
45183.41667 	19.28622743
45183.45833 	19.28622743
45183.5 	19.28622743
45183.54167 	19.28622743
45183.58333 	19.28622743
45183.625 	19.28622743
45183.66667 	19.28622743
45183.70833 	19.28622743
45183.75 	19.28622743
45183.79167 	19.28622743
45183.83333 	19.28622743
45183.875 	19.28622743
45183.91667 	19.28622743
45183.95833 	19.28622743
45184 	19.28622743
45184.04167 	19.28622743
45184.08333 	19.28622743
45184.125 	19.28622743
45184.16667 	19.28622743
45184.20833 	19.28622743
45184.25 	19.28622743
45184.29167 	19.28622743
45184.33333 	19.28622743
45184.375 	19.28622743
45184.41667 	19.28622743
45184.45833 	19.28622743
45184.5 	19.28622743
45184.54167 	19.28622743
45184.58333 	19.28622743
45184.625 	19.28622743
45184.66667 	19.28622743
45184.70833 	19.28622743
45184.75 	19.28622743
45184.79167 	19.28622743
45184.83333 	19.28622743
45184.875 	19.28622743
45184.91667 	19.28622743
45184.95833 	19.28622743
45185 	19.28622743
45185.04167 	19.28622743
45185.08333 	19.28622743
45185.125 	19.28622743
45185.16667 	19.28622743
45185.20833 	19.28622743
45185.25 	19.28622743
45185.29167 	19.28622743
45185.33333 	19.28622743
45185.375 	19.28622743
45185.41667 	19.28622743
45185.45833 	19.28622743
45185.5 	19.28622743
45185.54167 	19.28622743
45185.58333 	19.28622743
45185.625 	19.28622743
45185.66667 	19.28622743
45185.70833 	19.28622743
45185.75 	19.28622743
45185.79167 	19.28622743
45185.83333 	19.28622743
45185.875 	19.28622743
45185.91667 	19.28622743
45185.95833 	19.28622743
45186 	19.28622743
45186.04167 	19.28622743
45186.08333 	19.28622743
45186.125 	19.28622743
45186.16667 	19.28622743
45186.20833 	19.28622743
45186.25 	19.28622743
45186.29167 	19.28622743
45186.33333 	19.28622743
45186.375 	19.28622743
45186.41667 	19.28622743
45186.45833 	19.28622743
45186.5 	19.28622743
45186.54167 	19.28622743
45186.58333 	19.28622743
45186.625 	19.28622743
45186.66667 	19.28622743
45186.70833 	19.28622743
45186.75 	19.28622743
45186.79167 	19.28622743
45186.83333 	19.28622743
45186.875 	19.28622743
45186.91667 	19.28622743
45186.95833 	19.28622743
45187 	19.28622743
45187.04167 	19.28622743
45187.08333 	19.28622743
45187.125 	19.28622743
45187.16667 	19.28622743
45187.20833 	19.28622743
45187.25 	19.28622743
45187.29167 	19.28622743
45187.33333 	19.28622743
45187.375 	19.28622743
45187.41667 	19.28622743
45187.45833 	19.28622743
45187.5 	19.28622743
45187.54167 	19.28622743
45187.58333 	19.28622743
45187.625 	19.28622743
45187.66667 	19.28622743
45187.70833 	19.28622743
45187.75 	19.28622743
45187.79167 	19.28622743
45187.83333 	19.28622743
45187.875 	19.28622743
45187.91667 	19.28622743
45187.95833 	19.28622743
45188 	19.28622743
45188.04167 	19.28622743
45188.08333 	19.28622743
45188.125 	19.28622743
45188.16667 	19.28622743
45188.20833 	19.28622743
45188.25 	19.28622743
45188.29167 	19.28622743
45188.33333 	19.28622743
45188.375 	19.28622743
45188.41667 	19.28622743
45188.45833 	19.28622743
45188.5 	19.28622743
45188.54167 	19.28622743
45188.58333 	19.28622743
45188.625 	19.28622743
45188.66667 	19.28622743
45188.70833 	19.28622743
45188.75 	19.28622743
45188.79167 	19.28622743
45188.83333 	19.28622743
45188.875 	19.28622743
45188.91667 	19.28622743
45188.95833 	19.28622743
45189 	19.28622743
45189.04167 	19.28622743
45189.08333 	19.28622743
45189.125 	19.28622743
45189.16667 	19.28622743
45189.20833 	19.28622743
45189.25 	19.28622743
45189.29167 	19.28622743
45189.33333 	19.28622743
45189.375 	19.28622743
45189.41667 	19.28622743
45189.45833 	19.28622743
45189.5 	19.28622743
45189.54167 	19.28622743
45189.58333 	19.28622743
45189.625 	19.28622743
45189.66667 	19.28622743
45189.70833 	19.28622743
45189.75 	19.28622743
45189.79167 	19.28622743
45189.83333 	19.28622743
45189.875 	19.28622743
45189.91667 	19.28622743
45189.95833 	19.28622743
45190 	19.28622743
45190.04167 	19.28622743
45190.08333 	19.28622743
45190.125 	19.28622743
45190.16667 	19.28622743
45190.20833 	19.28622743
45190.25 	19.28622743
45190.29167 	19.28622743
45190.33333 	19.28622743
45190.375 	19.28622743
45190.41667 	19.28622743
45190.45833 	19.28622743
45190.5 	19.28622743
45190.54167 	19.28622743
45190.58333 	19.28622743
45190.625 	19.28622743
45190.66667 	19.28622743
45190.70833 	19.28622743
45190.75 	19.28622743
45190.79167 	19.28622743
45190.83333 	19.28622743
45190.875 	19.28622743
45190.91667 	19.28622743
45190.95833 	19.28622743
45191 	19.28622743
45191.04167 	19.28622743
45191.08333 	19.28622743
45191.125 	19.28622743
45191.16667 	19.28622743
45191.20833 	19.28622743
45191.25 	19.28622743
45191.29167 	19.28622743
45191.33333 	19.28622743
45191.375 	19.28622743
45191.41667 	19.28622743
45191.45833 	19.28622743
45191.5 	19.28622743
45191.54167 	19.28622743
45191.58333 	19.28622743
45191.625 	19.28622743
45191.66667 	19.28622743
45191.70833 	19.28622743
45191.75 	19.28622743
45191.79167 	19.28622743
45191.83333 	19.28622743
45191.875 	19.28622743
45191.91667 	19.28622743
45191.95833 	19.28622743
45192 	19.28622743
45192.04167 	19.28622743
45192.08333 	19.28622743
45192.125 	19.28622743
45192.16667 	19.28622743
45192.20833 	19.28622743
45192.25 	19.28622743
45192.29167 	19.28622743
45192.33333 	19.28622743
45192.375 	19.28622743
45192.41667 	19.28622743
45192.45833 	19.28622743
45192.5 	15.49084895
45192.54167 	15.49084895
45192.58333 	15.49084895
45192.625 	15.49084895
45192.66667 	15.49084895
45192.70833 	15.49084895
45192.75 	15.49084895
45192.79167 	15.49084895
45192.83333 	15.49084895
45192.875 	15.49084895
45192.91667 	15.49084895
45192.95833 	15.49084895
45193 	15.49084895
45193.04167 	15.49084895
45193.08333 	15.49084895
45193.125 	15.49084895
45193.16667 	15.49084895
45193.20833 	15.49084895
45193.25 	15.49084895
45193.29167 	15.49084895
45193.33333 	15.49084895
45193.375 	15.49084895
45193.41667 	15.49084895
45193.45833 	15.49084895
45193.5 	15.49084895
45193.54167 	15.49084895
45193.58333 	15.49084895
45193.625 	15.49084895
45193.66667 	15.49084895
45193.70833 	15.49084895
45193.75 	15.49084895
45193.79167 	15.49084895
45193.83333 	15.49084895
45193.875 	15.49084895
45193.91667 	15.49084895
45193.95833 	15.49084895
45194 	15.49084895
45194.04167 	15.49084895
45194.08333 	15.49084895
45194.125 	15.49084895
45194.16667 	15.49084895
45194.20833 	15.49084895
45194.25 	15.49084895
45194.29167 	15.49084895
45194.33333 	15.49084895
45194.375 	15.49084895
45194.41667 	15.49084895
45194.45833 	15.49084895
45194.5 	15.49084895
45194.54167 	15.49084895
45194.58333 	15.49084895
45194.625 	15.49084895
45194.66667 	15.49084895
45194.70833 	15.49084895
45194.75 	15.49084895
45194.79167 	15.49084895
45194.83333 	15.49084895
45194.875 	15.49084895
45194.91667 	15.49084895
45194.95833 	15.49084895
45195 	15.49084895
45195.04167 	15.49084895
45195.08333 	15.49084895
45195.125 	15.49084895
45195.16667 	15.49084895
45195.20833 	15.49084895
45195.25 	15.49084895
45195.29167 	15.49084895
45195.33333 	15.49084895
45195.375 	15.49084895
45195.41667 	15.49084895
45195.45833 	15.49084895
45195.5 	15.49084895
45195.54167 	15.49084895
45195.58333 	15.49084895
45195.625 	15.49084895
45195.66667 	15.49084895
45195.70833 	15.49084895
45195.75 	15.49084895
45195.79167 	15.49084895
45195.83333 	15.49084895
45195.875 	15.49084895
45195.91667 	15.49084895
45195.95833 	15.49084895
45196 	15.49084895
45196.04167 	15.49084895
45196.08333 	15.49084895
45196.125 	15.49084895
45196.16667 	15.49084895
45196.20833 	15.49084895
45196.25 	15.49084895
45196.29167 	15.49084895
45196.33333 	15.49084895
45196.375 	15.49084895
45196.41667 	15.49084895
45196.45833 	15.49084895
45196.5 	15.49084895
45196.54167 	15.49084895
45196.58333 	15.49084895
45196.625 	15.49084895
45196.66667 	15.49084895
45196.70833 	15.49084895
45196.75 	15.49084895
45196.79167 	15.49084895
45196.83333 	15.49084895
45196.875 	15.49084895
45196.91667 	15.49084895
45196.95833 	15.49084895
45197 	15.49084895
45197.04167 	15.49084895
45197.08333 	15.49084895
45197.125 	15.49084895
45197.16667 	15.49084895
45197.20833 	15.49084895
45197.25 	15.49084895
45197.29167 	15.49084895
45197.33333 	15.49084895
45197.375 	15.49084895
45197.41667 	15.49084895
45197.45833 	15.49084895
45197.5 	15.49084895
45197.54167 	15.49084895
45197.58333 	15.49084895
45197.625 	15.49084895
45197.66667 	15.49084895
45197.70833 	15.49084895
45197.75 	15.49084895
45197.79167 	15.49084895
45197.83333 	15.49084895
45197.875 	15.49084895
45197.91667 	15.49084895
45197.95833 	15.49084895
45198 	15.49084895
45198.04167 	15.49084895
45198.08333 	15.49084895
45198.125 	15.49084895
45198.16667 	15.49084895
45198.20833 	15.49084895
45198.25 	15.49084895
45198.29167 	15.49084895
45198.33333 	15.49084895
45198.375 	15.49084895
45198.41667 	15.49084895
45198.45833 	15.49084895
45198.5 	15.49084895
45198.54167 	15.49084895
45198.58333 	15.49084895
45198.625 	15.49084895
45198.66667 	15.49084895
45198.70833 	15.49084895
45198.75 	15.49084895
45198.79167 	15.49084895
45198.83333 	15.49084895
45198.875 	15.49084895
45198.91667 	15.49084895
45198.95833 	15.49084895
45199 	15.49084895
45199.04167 	15.49084895
45199.08333 	15.49084895
45199.125 	15.49084895
45199.16667 	15.49084895
45199.20833 	15.49084895
45199.25 	15.49084895
45199.29167 	15.49084895
45199.33333 	15.49084895
45199.375 	15.49084895
45199.41667 	15.49084895
45199.45833 	15.49084895
45199.5 	15.49084895
45199.54167 	15.49084895
45199.58333 	15.49084895
45199.625 	15.49084895
45199.66667 	15.49084895
45199.70833 	15.49084895
45199.75 	15.49084895
45199.79167 	15.49084895
45199.83333 	15.49084895
45199.875 	15.49084895
45199.91667 	15.49084895
45199.95833 	15.49084895
45200 	15.49084895
45200.04167 	15.49084895
45200.08333 	15.49084895
45200.125 	15.49084895
45200.16667 	15.49084895
45200.20833 	15.49084895
45200.25 	15.49084895
45200.29167 	15.49084895
45200.33333 	15.49084895
45200.375 	15.49084895
45200.41667 	15.49084895
45200.45833 	15.49084895
45200.5 	15.49084895
45200.54167 	15.49084895
